,Transaction_ID,Timestamp,Vehicle_Type,FastagID,TollBoothID,Lane_Type,Vehicle_Dimensions,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Vehicle_Plate_Number,Fraud_indicator,Date,Day,Hour
4937,4938,2023-04-22 13:58:00,Car,FTG-397-PLN-109,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",93,AP45GH0123,0,2023-04-22,22,13
3262,3263,2023-04-22 14:48:00,SUV,FTG-519-FRD-593,B-102,Express,Large,130,130,"13.042660878688794, 77.47580097259879",36,GJ23ST2345,0,2023-04-22,22,14
1074,1075,2023-04-22 17:45:00,Truck,FTG-012-TUV-678,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",50,MH29QR3456,0,2023-04-22,22,17
1438,1439,2023-04-22 18:00:00,Truck,FTG-869-FGH-012,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",65,KA08ST6789,0,2023-04-22,22,18
909,910,2023-04-22 22:30:00,SUV,FTG-762-NJH-657,B-102,Regular,Large,130,110,"13.042660878688794, 77.47580097259879",89,KA47EF8901,1,2023-04-22,22,22
817,818,2023-04-22 22:30:00,Sedan,FTG-574-VFR-093,A-101,Regular,Medium,100,90,"13.042660878688794, 77.47580097259879",98,KA68QR4467,1,2023-04-22,22,22
312,313,2023-04-22 22:35:00,Van,FTG-084-KJH-872,B-102,Express,Medium,140,140,"13.059816123454882, 77.77068662374292",58,KA65OP0923,0,2023-04-22,22,22
106,107,2023-04-22 22:35:00,Car,FTG-107-JKL-000,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",48,KA22QR8901,0,2023-04-22,22,22
485,486,2023-04-22 22:35:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",94,KA65KL2345,0,2023-04-22,22,22
1604,1605,2023-04-23 02:15:00,Car,FTG-223-EFG-456,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",70,KA48CD7890,0,2023-04-23,23,2
3219,3220,2023-04-23 03:23:00,Sedan,FTG-900-QWZ-210,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",42,GJ67QR2345,0,2023-04-23,23,3
4294,4295,2023-04-23 03:55:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",47,GA34GH2345,0,2023-04-23,23,3
107,108,2023-04-23 04:15:00,Motorcycle,,D-104,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",76,KA25ST2345,0,2023-04-23,23,4
313,314,2023-04-23 04:15:00,Sedan,FTG-123-QWE-324,A-101,Regular,Medium,160,90,"13.059816123454882, 77.77068662374292",87,KA68QR4967,1,2023-04-23,23,4
486,487,2023-04-23 04:15:00,Truck,FTG-487-HGT-183,C-103,Express,Large,350,180,"13.059816123454882, 77.77068662374292",49,KA68MN6789,1,2023-04-23,23,4
2945,2946,2023-04-23 04:48:00,Van,FTG-446-POI-492,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",75,KA45AE6789,0,2023-04-23,23,4
3127,3128,2023-04-23 07:18:00,Van,FTG-808-UVW-875,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",42,KL89UV0123,0,2023-04-23,23,7
747,748,2023-04-23 09:00:00,Sedan,FTG-128-WSX-861,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",21,KA56GH4567,0,2023-04-23,23,9
839,840,2023-04-23 09:00:00,SUV,FTG-596-LMK-431,B-102,Regular,Large,130,100,"13.042660878688794, 77.47580097259879",76,KA35UV0113,1,2023-04-23,23,9
961,962,2023-04-23 10:07:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",94,KA04GH4557,0,2023-04-23,23,10
1895,1896,2023-04-23 10:10:00,Sedan,FTG-179-TUV-789,A-101,Regular,Medium,110,70,"12.936687032945434, 77.53113977439017",42,KA32OP0122,1,2023-04-23,23,10
4573,4574,2023-04-23 12:52:00,Car,FTG-643-QWE-321,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",79,UP56UV0123,0,2023-04-23,23,12
2209,2210,2023-04-23 17:15:00,Van,FTG-169-NBH-544,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",77,GA60UV1234,0,2023-04-23,23,17
2376,2377,2023-04-23 18:00:00,Truck,FTG-336-OHM-432,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",65,MH15OP9012,0,2023-04-23,23,18
4530,4531,2023-04-23 20:50:00,Bus ,FTG-520-TYU-210,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",66,AP23OP5678,0,2023-04-23,23,20
827,828,2023-04-23 21:00:00,Car,FTG-584-POU-092,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",56,KA98KL1345,0,2023-04-23,23,21
919,920,2023-04-23 21:00:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",70,KA77YZ6789,0,2023-04-23,23,21
1439,1440,2023-04-23 22:30:00,Van,FTG-102-IJK-345,B-102,Regular,Medium,130,130,"12.84197701525119, 77.67547528176169",90,KA11UV0123,0,2023-04-23,23,22
2810,2811,2023-04-23 22:53:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",48,KA42DE6789,0,2023-04-23,23,22
3192,3193,2023-04-23 23:03:00,SUV,FTG-827-HGT-179,B-102,Express,Large,130,100,"13.042660878688794, 77.47580097259879",54,KL78KL0123,1,2023-04-23,23,23
1075,1076,2023-04-23 23:25:00,Van,FTG-345-WXY-901,B-102,Regular,Medium,130,90,"12.84197701525119, 77.67547528176169",75,AP30ST7890,1,2023-04-23,23,23
3728,3729,2023-04-24 02:28:00,Truck,FTG-044-MKH-100,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",47,MH45UV4567,0,2023-04-24,24,2
1440,1441,2023-04-24 02:45:00,Sedan,FTG-335-LMN-678,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",53,KA14WX4567,1,2023-04-24,24,2
1605,1606,2023-04-24 04:30:00,Motorcycle,FTG-456-HIJ-789,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",75,KA51EF1234,0,2023-04-24,24,4
3036,3037,2023-04-24 04:53:00,Van,FTG-617-LKI-199,B-102,Express,Medium,110,110,"13.042660878688794, 77.47580097259879",85,KA01YZ6789,0,2023-04-24,24,4
1076,1077,2023-04-24 04:55:00,Sedan,FTG-678-ZAB-234,A-101,Express,Medium,120,120,"12.84197701525119, 77.67547528176169",70,GA30UV1234,0,2023-04-24,24,4
3353,3354,2023-04-24 06:43:00,SUV,FTG-706-GHI-432,B-102,Regular,Large,130,90,"13.042660878688794, 77.47580097259879",35,KA90WX1234,1,2023-04-24,24,6
757,758,2023-04-24 07:30:00,Car,FTG-514-KJH-082,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",31,KA86AB2145,0,2023-04-24,24,7
849,850,2023-04-24 07:30:00,Motorcycle,,D-106,Regular,Small,0,0,"13.042660878688794, 77.47580097259879",76,KA65OP8901,0,2023-04-24,24,7
4229,4230,2023-04-24 08:39:00,Bus ,FTG-033-PQR-333,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",54,KA56CD4267,0,2023-04-24,24,8
314,315,2023-04-24 08:50:00,SUV,FTG-182-BVC-652,B-102,Express,Large,180,180,"13.059816123454882, 77.77068662374292",67,KA71ST8991,0,2023-04-24,24,8
487,488,2023-04-24 08:50:00,Van,FTG-470-ABC-720,B-102,Regular,Medium,140,100,"13.059816123454882, 77.77068662374292",76,KA71OP0123,1,2023-04-24,24,8
108,109,2023-04-24 08:50:00,Truck,FTG-109-RST-448,C-103,Express,Large,350,100,"13.059816123454882, 77.77068662374292",58,KA28UV6789,1,2023-04-24,24,8
971,972,2023-04-24 10:10:00,Sedan,FTG-824-CDE-191,A-101,Regular,Medium,100,90,"13.042660878688794, 77.47580097259879",85,MH04GH1122,1,2023-04-24,24,10
3881,3882,2023-04-24 11:39:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",75,TN67HI1234,0,2023-04-24,24,11
4164,4165,2023-04-24 12:22:00,Sedan,FTG-154-KJY-098,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",75,DL56KL0123,0,2023-04-24,24,12
4444,4445,2023-04-24 14:46:00,Sedan,FTG-434-RSV-098,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",57,RJ78OP6789,0,2023-04-24,24,14
1896,1897,2023-04-24 16:00:00,SUV,FTG-412-WXY-012,B-102,Express,Large,140,140,"12.936687032945434, 77.53113977439017",57,KA89QR4567,0,2023-04-24,24,16
2875,2876,2023-04-24 16:58:00,Van,FTG-325-VQN-765,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",73,KA56MF0123,0,2023-04-24,24,16
4487,4488,2023-04-25 05:48:00,SUV,FTG-477-LMK-109,B-102,Regular,Large,140,90,"12.936687032945434, 77.53113977439017",82,KA89GH7890,1,2023-04-25,25,5
767,768,2023-04-25 06:00:00,Van,FTG-524-CDE-092,B-102,Regular,Medium,110,90,"13.042660878688794, 77.47580097259879",76,KA16UV2345,1,2023-04-25,25,6
859,860,2023-04-25 06:00:00,Sedan,FTG-712-ZXC-653,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",89,KA95IJ6789,0,2023-04-25,25,6
4873,4874,2023-04-25 06:08:00,Bus ,FTG-333-JOP-322,C-103,Regular,Large,330,125,"13.21331620748757, 77.55413526894684",97,MH01UV4567,1,2023-04-25,25,6
1606,1607,2023-04-25 06:45:00,Truck,FTG-689-KLM-012,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",78,KA54GH5678,0,2023-04-25,25,6
1441,1442,2023-04-25 07:00:00,SUV,FTG-568-OPQ-901,B-102,Regular,Large,150,150,"12.84197701525119, 77.67547528176169",79,KA17YZ8901,0,2023-04-25,25,7
1077,1078,2023-04-25 09:35:00,SUV,FTG-901-CDE-567,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",93,MH30WX5678,1,2023-04-25,25,9
981,982,2023-04-25 10:15:00,Car,FTG-123-ABC-789,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",81,MH14AA1122,0,2023-04-25,25,10
3968,3969,2023-04-25 11:09:00,Sedan,FTG-102-GKL-260,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",59,GA45JK4567,1,2023-04-25,25,11
109,110,2023-04-25 13:30:00,Van,FTG-110-MNO-118,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",87,KA31WX0123,0,2023-04-25,25,13
488,489,2023-04-25 13:30:00,Sedan,FTG-489-QAZ-582,A-101,Express,Medium,160,160,"13.059816123454882, 77.77068662374292",63,KA74QR4567,0,2023-04-25,25,13
315,316,2023-04-25 13:30:00,Bus ,FTG-211-ZXC-937,C-103,Regular,Large,350,350,"13.059816123454882, 77.77068662374292",94,KA74UV2395,0,2023-04-25,25,13
4702,4703,2023-04-25 13:59:00,Van,FTG-162-NJH-654,B-102,Express,Medium,125,125,"13.21331620748757, 77.55413526894684",61,BR45KL5678,0,2023-04-25,25,13
2762,2763,2023-04-25 14:03:00,Truck,FTG-263-ZXC-311,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",61,KA67WB4567,0,2023-04-25,25,14
4830,4831,2023-04-25 14:05:00,SUV,FTG-290-RFD-210,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",67,MH78MN2345,0,2023-04-25,25,14
2386,2387,2023-04-25 16:30:00,SUV,FTG-346-PHI-432,B-102,Express,Large,145,145,"13.21331620748757, 77.55413526894684",55,AP19IJ7890,0,2023-04-25,25,16
2220,2221,2023-04-25 18:00:00,Car,FTG-180-TGB-218,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,AP64QR3456,0,2023-04-25,25,18
1897,1898,2023-04-25 21:45:00,Bus ,FTG-645-ZAB-345,C-103,Regular,Large,300,300,"12.936687032945434, 77.53113977439017",49,KA54ST8901,0,2023-04-25,25,21
4916,4917,2023-04-26 00:10:00,Car,FTG-376-CDE-431,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",55,AP34QR6789,0,2023-04-26,26,0
1898,1899,2023-04-26 04:30:00,Car,FTG-878-CDE-678,A-101,Express,Small,70,70,"12.936687032945434, 77.53113977439017",52,KA76UV2345,0,2023-04-26,26,4
1607,1608,2023-04-26 09:15:00,Van,FTG-922-NOP-345,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",63,KA57IJ9011,0,2023-04-26,26,9
991,992,2023-04-26 10:20:00,Van,FTG-123-EFG-789,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",84,AP02GH3456,0,2023-04-26,26,10
1442,1443,2023-04-26 11:15:00,Bus ,FTG-801-RST-234,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",73,KA20AB2345,0,2023-04-26,26,11
1078,1079,2023-04-26 14:10:00,Bus ,FTG-234-FGH-890,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",58,AP31YZ9012,0,2023-04-26,26,14
316,317,2023-04-26 18:05:00,Car,FTG-311-QWE-983,A-101,Express,Small,120,120,"13.059816123454882, 77.77068662374292",71,KA77WX6779,0,2023-04-26,26,18
489,490,2023-04-26 18:05:00,SUV,FTG-490-RFD-282,B-102,Regular,Large,180,100,"13.059816123454882, 77.77068662374292",88,KA77ST8901,1,2023-04-26,26,18
110,111,2023-04-26 18:05:00,Sedan,FTG-111-QWE-889,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",67,KA34YZ4567,1,2023-04-26,26,18
869,870,2023-04-27 04:30:00,Car,FTG-722-XSW-652,A-101,Regular,Small,60,0,"13.042660878688794, 77.47580097259879",23,KA25CD4567,1,2023-04-27,27,4
777,778,2023-04-27 04:30:00,Bus ,FTG-534-RFV-091,C-103,Regular,Large,290,100,"13.042660878688794, 77.47580097259879",87,KA46OP0123,1,2023-04-27,27,4
3772,3773,2023-04-27 08:55:00,Sedan,FTG-112-WPO-206,A-101,Express,Medium,120,100,"12.84197701525119, 77.67547528176169",67,AP01MN8901,1,2023-04-27,27,8
1899,1900,2023-04-27 10:15:00,Motorcycle,FTG-111-FGH-901,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",46,KA12WX6789,0,2023-04-27,27,10
1001,1002,2023-04-27 10:25:00,Bus ,FTG-123-IJK-789,C-103,Regular,Large,340,60,"12.84197701525119, 77.67547528176169",82,GA05AB1234,1,2023-04-27,27,10
1608,1609,2023-04-27 11:30:00,Sedan,FTG-155-QRS-678,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",67,KA60KL2345,0,2023-04-27,27,11
4077,4078,2023-04-27 13:53:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",58,KA34BC0123,0,2023-04-27,27,13
1443,1444,2023-04-27 15:30:00,Car,FTG-034-UVW-567,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",97,KA23CD6788,0,2023-04-27,27,15
3376,3377,2023-04-27 16:58:00,Car,FTG-729-QAZ-543,A-101,Express,Small,60,60,"13.042660878688794, 77.47580097259879",66,KA45MN5678,0,2023-04-27,27,16
1079,1080,2023-04-27 17:45:00,Car,FTG-567-IJK-123,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",84,GA31AB1234,0,2023-04-27,27,17
2231,2232,2023-04-27 18:45:00,Sedan,FTG-191-YUI-957,A-101,Regular,Medium,115,90,"13.21331620748757, 77.55413526894684",89,MH67MN5678,1,2023-04-27,27,18
111,112,2023-04-27 23:40:00,SUV,FTG-112-ZXC-455,B-102,Regular,Large,180,90,"13.059816123454882, 77.77068662374292",94,KA37AB8901,1,2023-04-27,27,23
317,318,2023-04-27 23:40:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",89,KA80YZ0113,0,2023-04-27,27,23
490,491,2023-04-27 23:40:00,Bus ,FTG-491-YUI-964,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",74,KA80UV2345,0,2023-04-27,27,23
318,319,2023-04-28 05:20:00,Truck,FTG-319-FRD-512,C-103,Express,Large,350,350,"13.059816123454882, 77.77068662374292",52,KA83AB2315,0,2023-04-28,28,5
491,492,2023-04-28 05:20:00,Car,FTG-492-BVC-553,A-101,Regular,Small,120,120,"13.059816123454882, 77.77068662374292",96,KA83WX6789,0,2023-04-28,28,5
1011,1012,2023-04-28 10:30:00,Truck,FTG-123-MNO-789,C-103,Regular,Large,340,90,"12.84197701525119, 77.67547528176169",89,MH08UV1234,1,2023-04-28,28,10
4380,4381,2023-04-28 10:55:00,Van,FTG-164-VWX-444,B-102,Express,Medium,120,120,"12.936687032945434, 77.53113977439017",46,BR45QR2345,0,2023-04-28,28,10
1609,1610,2023-04-28 13:45:00,SUV,FTG-388-TUV-901,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",72,KA63MN6789,0,2023-04-28,28,13
3707,3708,2023-04-28 15:39:00,Truck,FTG-060-QAZ-211,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",98,KA78RS8901,0,2023-04-28,28,15
1900,1901,2023-04-28 17:00:00,Truck,FTG-344-IJK-234,C-103,Express,Large,300,300,"12.936687032945434, 77.53113977439017",58,KA98YZ0123,0,2023-04-28,28,17
1444,1445,2023-04-28 19:45:00,Motorcycle,FTG-267-XYZ-890,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",44,KA26EF0123,0,2023-04-28,28,19
1080,1081,2023-04-28 23:25:00,Motorcycle,FTG-890-LMN-456,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",69,MH31CD5678,0,2023-04-28,28,23
1445,1446,2023-04-29 00:15:00,Truck,FTG-500-BCA-123,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",81,KA29GH4567,0,2023-04-29,29,0
787,788,2023-04-29 03:00:00,Truck,FTG-544-MKH-092,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",87,KA76IJ8901,0,2023-04-29,29,3
879,880,2023-04-29 03:00:00,Van,FTG-732-IXC-652,B-102,Regular,Medium,110,110,"13.042660878688794, 77.47580097259879",44,KA55WX3456,0,2023-04-29,29,3
1081,1082,2023-04-29 05:05:00,Truck,FTG-935-EDC-761,C-103,Regular,Large,340,340,"12.84197701525119, 77.67547528176169",97,AP32EF9012,0,2023-04-29,29,5
3750,3751,2023-04-29 05:41:00,Van,FTG-127-HGT-108,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",67,KA67CD1234,0,2023-04-29,29,5
2514,2515,2023-04-29 05:48:00,Bus ,FTG-055-DWV-543,A-101,Express,Large,350,350,"13.059816123454882, 77.77068662374292",50,KA40CD4567,0,2023-04-29,29,5
3401,3402,2023-04-29 06:17:00,Sedan,FTG-754-KJH-098,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",35,KA45OP1234,0,2023-04-29,29,6
4033,4034,2023-04-29 06:25:00,Bus ,FTG-023-NMK-109,C-103,Regular,Large,300,60,"12.936687032945434, 77.53113977439017",79,KA90RS4567,1,2023-04-29,29,6
3663,3664,2023-04-29 07:12:00,Car,FTG-017-LKI-110,A-101,Regular,Small,100,100,"12.84197701525119, 77.67547528176169",88,KA34HI2345,0,2023-04-29,29,7
4638,4639,2023-04-29 08:08:00,Truck,FTG-098-VFR-658,C-103,Express,Large,330,330,"13.21331620748757, 77.55413526894684",49,KA45YZ0123,0,2023-04-29,29,8
2627,2628,2023-04-29 08:17:00,Car,FTG-128-WSX-856,A-101,Regular,Small,120,100,"13.059816123454882, 77.77068662374292",83,KA33MN0123,1,2023-04-29,29,8
319,320,2023-04-29 09:50:00,Van,FTG-320-TYU-222,B-102,Regular,Medium,140,140,"13.059816123454882, 77.77068662374292",79,KA86CD6779,0,2023-04-29,29,9
492,493,2023-04-29 09:50:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",61,KA86YZ0123,0,2023-04-29,29,9
4767,4768,2023-04-29 10:15:00,SUV,FTG-227-HGT-109,B-102,Regular,Large,145,90,"13.21331620748757, 77.55413526894684",73,TN34AB6789,1,2023-04-29,29,10
3685,3686,2023-04-29 10:25:00,Motorcycle,,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",82,KA90ZA5678,0,2023-04-29,29,10
1021,1022,2023-04-29 10:35:00,SUV,FTG-123-QRS-789,B-102,Regular,Large,150,120,"12.84197701525119, 77.67547528176169",73,AP12OP9012,1,2023-04-29,29,10
4055,4056,2023-04-29 10:39:00,Car,FTG-765-LKJ-765,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",67,KA12JK3456,0,2023-04-29,29,10
1610,1611,2023-04-29 16:15:00,Bus ,FTG-621-WXY-234,C-103,Express,Large,300,100,"12.936687032945434, 77.53113977439017",58,KA66OP0123,1,2023-04-29,29,16
2241,2242,2023-04-29 17:15:00,Car,FTG-201-XYZ-987,A-101,Regular,Small,90,90,"13.21331620748757, 77.55413526894684",74,AP71GH3456,0,2023-04-29,29,17
1901,1902,2023-04-29 22:50:00,Van,FTG-577-LMN-567,B-102,Regular,Medium,120,120,"12.936687032945434, 77.53113977439017",53,KA43AB3456,0,2023-04-29,29,22
4552,4553,2023-04-30 01:04:00,Car,FTG-622-XSW-654,A-101,Express,Small,90,90,"13.21331620748757, 77.55413526894684",50,UP56GH9012,0,2023-04-30,30,1
1446,1447,2023-04-30 04:30:00,Van,FTG-733-DEF-456,B-102,Express,Medium,130,100,"12.84197701525119, 77.67547528176169",64,KA32IJ8901,1,2023-04-30,30,4
1902,1903,2023-04-30 05:35:00,Sedan,FTG-810-OPQ-890,A-101,Express,Medium,110,110,"12.936687032945434, 77.53113977439017",47,KA76CD7890,0,2023-04-30,30,5
1082,1083,2023-04-30 09:35:00,Van,FTG-936-OKM-436,B-102,Express,Medium,130,90,"12.84197701525119, 77.67547528176169",47,GA32GH3456,1,2023-04-30,30,9
3423,3424,2023-04-30 10:31:00,SUV,FTG-776-CDE-432,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",74,KA89EF1834,0,2023-04-30,30,10
1031,1032,2023-04-30 10:40:00,Motorcycle,FTG-123-UVW-789,D-106,Regular,Small,0,0,"12.84197701525119, 77.67547528176169",76,GA15IJ7890,0,2023-04-30,30,10
2989,2990,2023-04-30 11:08:00,SUV,FTG-490-RFD-280,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",88,KA89QR0123,0,2023-04-30,30,11
2649,2650,2023-04-30 11:31:00,Motorcycle,,D-105,Regular,Small,0,0,"13.059816123454882, 77.77068662374292",73,KA53AB0123,0,2023-04-30,30,11
3532,3533,2023-04-30 12:14:00,Truck,FTG-886-PLM-432,C-103,Express,Large,340,340,"12.84197701525119, 77.67547528176169",63,KA01WX1234,0,2023-04-30,30,12
3445,3446,2023-04-30 13:44:00,Bus ,FTG-798-VFR-876,C-103,Regular,Large,290,290,"13.042660878688794, 77.47580097259879",60,KA23UV5678,0,2023-04-30,30,13
493,494,2023-04-30 14:30:00,Truck,FTG-494-KJH-790,C-103,Regular,Large,350,100,"13.059816123454882, 77.77068662374292",85,KA89AB2345,1,2023-04-30,30,14
320,321,2023-04-30 14:30:00,Sedan,FTG-321-BVC-972,A-101,Express,Medium,160,100,"13.059816123454882, 77.77068662374292",66,KA89EF0113,1,2023-04-30,30,14
3467,3468,2023-04-30 15:58:00,Car,FTG-820-TYU-210,A-101,Regular,Small,60,60,"13.042660878688794, 77.47580097259879",95,KA45IJ4678,0,2023-04-30,30,15
4595,4596,2023-04-30 16:06:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",76,MH89MN4567,0,2023-04-30,30,16
1611,1612,2023-04-30 18:30:00,Car,FTG-854-ZAB-567,A-101,Regular,Small,70,70,"12.936687032945434, 77.53113977439017",80,KA69QR4567,0,2023-04-30,30,18
1447,1448,2023-05-01 08:45:00,Sedan,FTG-966-GHI-789,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",93,KA35KL2345,0,2023-05-01,1,8
1041,1042,2023-05-01 10:45:00,Sedan,FTG-123-YZA-789,A-101,Regular,Medium,120,100,"12.84197701525119, 77.67547528176169",90,MH18CD5678,1,2023-05-01,1,10
1903,1904,2023-05-01 11:25:00,SUV,FTG-043-RST-123,B-102,Regular,Large,140,140,"12.936687032945434, 77.53113977439017",51,KA09EF1234,0,2023-05-01,1,11
1083,1084,2023-05-01 13:10:00,Sedan,FTG-937-NJI-103,A-101,Regular,Medium,120,120,"12.84197701525119, 77.67547528176169",82,MH32IJ7890,0,2023-05-01,1,13
2251,2252,2023-05-01 15:45:00,Van,FTG-211-QWE-687,B-102,Regular,Medium,125,90,"13.21331620748757, 77.55413526894684",88,GA74AB1234,1,2023-05-01,1,15
4273,4274,2023-05-01 16:06:00,Motorcycle,,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",58,GA89QR0123,0,2023-05-01,1,16
4724,4725,2023-05-01 17:13:00,Sedan,FTG-184-POU-098,A-101,Express,Medium,115,115,"13.21331620748757, 77.55413526894684",48,TN01ST4567,0,2023-05-01,1,17
494,495,2023-05-01 18:05:00,Van,FTG-495-EDC-860,B-102,Express,Medium,140,180,"13.059816123454882, 77.77068662374292",52,KA92CD6789,1,2023-05-01,1,18
321,322,2023-05-01 18:05:00,SUV,FTG-322-XSW-642,B-102,Regular,Large,180,180,"13.059816123454882, 77.77068662374292",95,KA92GH4547,0,2023-05-01,1,18
4959,4960,2023-05-01 18:12:00,Motorcycle,,D-106,Regular,Small,0,0,"13.21331620748757, 77.55413526894684",78,AP67YZ8901,0,2023-05-01,1,18
4337,4338,2023-05-01 18:55:00,Truck,FTG-121-DEF-111,C-103,Regular,Large,300,110,"12.936687032945434, 77.53113977439017",60,GA56OP0123,1,2023-05-01,1,18
1612,1613,2023-05-01 20:45:00,Motorcycle,FTG-087-CDE-890,D-106,Regular,Small,0,0,"12.936687032945434, 77.53113977439017",73,KA72ST8901,0,2023-05-01,1,20
4143,4144,2023-05-02 00:34:00,Sedan,FTG-133-JOP-311,A-101,Regular,Medium,110,60,"12.936687032945434, 77.53113977439017",78,DL01UV6789,1,2023-05-02,2,0
4681,4682,2023-05-02 01:10:00,Van,FTG-141-ZXC-987,B-102,Regular,Medium,125,125,"13.21331620748757, 77.55413526894684",95,MH89QR4567,0,2023-05-02,2,1
3241,3242,2023-05-02 04:35:00,SUV,FTG-022-XSW-634,B-102,Regular,Large,130,130,"13.042660878688794, 77.47580097259879",52,GJ12GH4567,0,2023-05-02,2,4
2967,2968,2023-05-02 07:58:00,Sedan,FTG-468-DCV-856,A-101,Regular,Medium,160,160,"13.059816123454882, 77.77068662374292",89,KA67ST0123,0,2023-05-02,2,7
2536,2537,2023-05-02 09:00:00,Car,FTG-137-NJI-987,A-101,Express,Small,120,0,"13.059816123454882, 77.77068662374292",61,KA45PQ6782,1,2023-05-02,2,9
3149,3150,2023-05-02 09:38:00,Sedan,FTG-830-LPO-210,A-101,Regular,Medium,100,100,"13.042660878688794, 77.47580097259879",65,KL34KL2345,0,2023-05-02,2,9
1448,1449,2023-05-02 13:15:00,SUV,FTG-199-JKL-012,B-102,Express,Large,150,90,"12.84197701525119, 77.67547528176169",57,KA38MN6789,1,2023-05-02,2,13
3554,3555,2023-05-02 15:28:00,Van,FTG-908-UVW-876,B-102,Express,Medium,130,130,"12.84197701525119, 77.67547528176169",57,KA56OP5678,0,2023-05-02,2,15
